Plan: Assault Rifle Fierce Receiver;recipe_mod_AssaultRifle_Receiver_FastTrigger-CritDMG;
Plan: Assault Rifle Long NV Scope;recipe_mod_AssaultRifle_SCOPE_longscope_NV_Base;
Plan: Assault Rifle Medium NV Scope;recipe_mod_AssaultRifle_SCOPE_mediumscope_NV_Base;
Plan: Assault Rifle Scorched Killer's Receiver;recipe_mod_AssaultRifle_Receiver_ScorchedKiller;
Plan: Assault Rifle Short NV Scope;recipe_mod_AssaultRifle_SCOPE_shortscope_NV_Base;
Plan: Assault Rifle Steadfast Receiver;recipe_mod_AssaultRifle_Receiver_FastTrigger-HipAccuracy;
Plan: Assault Rifle Vigorous Receiver;recipe_mod_AssaultRifle_Receiver_FastTrigger-Damage;
Plan: Assaultron Blade;Recipe_Weapon_Melee_AssaultronBlade;
Plan: Assaultron Head;Recipe_Weapon_Ranged_AssaultronHead;
Plan: Assaultron Head Sheepsquatch mod;zzzrecipe_mod_AssaultronHead_Sheepsquatch;
Plan: Assorted Lights;Recipe_Workshop_Lights_MiscLights;
Plan: Asteroid;Recipe_Workshop_FloorDecor_Asteroid;
Plan: Asylum Light;Recipe_Workshop_Lights_AsylumLight;
Plan: Atom Cats Leather Armor Paint;Recipe_mod_armor_Leather_Material_Paint_AtomCats_NW;
Plan: Authentic Bearskin Rug;Recipe_Workshop_FloorDecor_Rugs_Bearskin_Rug;
Plan: Auto Axe;SCORE_S10_Recipe_AutoAxe_StampVendor;
Plan: Auto Axe Burning Mod;Recipe_mod_AutoAxe_Burning;
Plan: Auto Axe Electrified Mod;Recipe_mod_AutoAxe_Electrified;
Plan: Auto Axe Poisoned Mod;Recipe_mod_AutoAxe_Poisoned;
Plan: Auto Axe Turbo Mod;Recipe_mod_AutoAxe_Turbo;
Plan: Auto Grenade Launcher;Recipe_Weapon_Ranged_AutoGrenadeLauncher;
Plan: Auto Grenade Launcher Blood Eagle Paint;recipe_mod_weapon_AutoGrenadeLauncher_material_BloodEagle;
Plan: Backpack Armor Plated Mod;P01C_Tadpole_Recipe_Backpack_Effect_ArmorPlated;
Plan: Backpack High Capacity Mod;P01C_Tadpole_Recipe_Backpack_Effect_HighCapacity;
Plan: Backpack Insulated Mod;P01C_Tadpole_Recipe_Backpack_Effect_Insulated;
Plan: Backpack Lead Lined Mod;P01C_Tadpole_Recipe_Backpack_Effect_LeadLined;
Plan: Backpack Refrigerated Mod;P01C_Tadpole_Recipe_Backpack_Effect_Refrigerated;
Plan: Backyard Grill;Recipe_Workshop_Appliances_PicnicGrill;
Plan: Balloon Arch;Recipe_Workshop_FloorDecor_BalloonArch;
Plan: Bandit Roundup;Recipe_NWOT_Workshop_Arcade_BanditRoundup;
Plan: Barbed Harpoon;recipe_DLC03_mod_HarpoonGun_Magazine_Barbed;
Plan: Barbed Sheepsquatch Club;recipe_mod_melee_SheepsquatchClub_Barbwire;
Plan: Barbed Sheepsquatch Staff;recipe_mod_melee_SheepsquatchStaff_Barbwire;
Plan: Barbed Walking Cane;recipe_mod_melee_WalkingCane_SpikesSmall;
Plan: Barbed Wire Fences;Recipe_Workshop_DefensiveStructures_BarbedWireFence;
Plan: Barn Building Set;Recipe_Workshop_Walls_Barn_Set;
Plan: Baseball Bat;Recipe_Weapon_Melee_BaseballBat;
Plan: Baseball Bat Heated Coil;recipe_DLC04_mod_melee_BaseballBat_Heated;
Plan: Baseball Bat Rocket;recipe_DLC04_mod_melee_BaseballBat_Rocket;
Plan: Baseball Bat Searing Puncturing Rocket;recipe_DLC04_mod_melee_BaseballBat_Rocket_SpikesLarge_Heated;
Plan: Baseball Player Statue;Recipe_Workshop_FloorDecor_Statues_Baseball01;
Plan: Basketball Hoop;Recipe_Workshop_MiscStructures_BasketballHoop;
Plan: Basketball Hoop 2;Recipe_Workshop_MiscStructures_BasketballHoop02;
Plan: Bathtub;Recipe_Workshop_Appliances_BathroomBathtub_Broken;
Plan: Baton;Recipe_Weapon_Melee_Baton;
Plan: Bear Arm;Recipe_Weapon_Melee_BearArm;
Plan: Bear Arm Heavy Mod;recipe_mod_melee_BearArm_Heavy;
Plan: Bear Arm Puncturing Mod;recipe_mod_melee_BearArm_Puncturing;
Plan: Bear-Proof Trashcan;Recipe_Workshop_Container_BearProof_Trashcan;
Plan: Beast of Beckley Poster;Moon_Recipe_Workshop_StandalonePoster_Beast;
Plan: Bed of Nails;Recipe_Workshop_Bed_BedofNails;
Plan: Beehive;SCORE_Recipe_workshop_CAMP_Utility_Beehive_GoldVendor;
Plan: Beer Keg;Recipe_Workshop_Crafting_Brewing_BeerKeg;
Plan: Beer Steins Display Case;Recipe_Workshop_Displays_BeerSteins;
Plan: Behemoth Boss Plushie;Recipe_Workshop_FloorDecor_Plushie_BehemothBoss;
Plan: BioCommMesh Combat Armor Lining;recipe_mod_armor_Combat_Lining_Torso_Mesh_BioComm;
Plan: BioCommMesh Leather Armor Lining;recipe_mod_armor_Leather_Lining_Torso_Mesh_BioComm;
Plan: BioCommMesh Metal Armor Lining;recipe_mod_armor_Metal_Lining_Torso_Mesh_BioComm; (Fight For Freedom)
Plan: BioCommMesh Raider Armor Lining;recipe_mod_armor_RaiderMod_Lining_Torso_Mesh_BioComm; (Fight For Freedom)
Plan: BioCommMesh Robot Armor Lining;recipe_mod_armor_Robot_Lining_Torso_Mesh_BioComm; (Fight For Freedom)
Plan: BioCommMesh Trapper Armor Lining;recipe_mod_armor_Trapper_Lining_Torso_Mesh_BioComm; (Fight For Freedom)
Plan: Black Cloth Backpack;zzz_Recipe_Backpack_Standard_Material_BlackCloth; (Fight For Freedom)
Plan: Black Domestic Kitchen Tables;Recipe_Workshop_Tables_DomesticKitchen_Black; (Fight For Freedom)
Plan: Black Leather Backpack;zzz_Recipe_Backpack_Standard_Material_BlackLeather; (Fight For Freedom)
Plan: Blackburn's Bungalow;Recipe_Workshop_Structure_BackwoodsBungalow_Black; (Fight For Freedom)
Plan: Blackpowder Pistol;Recipe_Weapon_Ranged_Blackpowder_Pistol; (Fight For Freedom)
Plan: Blackpowder Rifle;Recipe_Weapon_Ranged_Blackpowder_Rifle; (Fight For Freedom)
Plan: Bladed Commie Whacker;recipe_DLC04_mod_melee_DLC04_CommieWhacker_BladesLarge; (Fight For Freedom)
Plan: Bladed Paddle Ball;CUT_recipe_mod_PaddleBall_Bladed; (Fight For Freedom)
Plan: Bloody Curtain Door;Recipe_Workshop_CurtainDoor_Bloody; (Fight For Freedom)
Plan: Bloody Rug;Recipe_Workshop_FloorDecor_Rugs_Bloody; (Fight For Freedom)
Plan: Blue Backpack Material;zzz_Recipe_Backpack_Material_Blue; (Fight For Freedom)
Plan: Blue Camo Power Armor Paints;recipe_mod_PowerArmor_Material_Paint_CamoBlue; (Fight For Freedom)
Plan: Blue Corvega Trailer with Junk;zzz_MOON_Herd_Workshop_Recipe_TrailerCar; (Fight For Freedom)
Plan: Blue Devil Backpack Flair;MOON_Herd_Workshop_Recipe_BlueDevilFlair; (Fight For Freedom)
Plan: Blue Devil Claws;zzz_MOON_Herd_Workshop_Recipe_BlueDevilClaws; (Fight For Freedom)
Plan: Blue Devil Curtain Door;MOON_Herd_Workshop_Recipe_CurtainBlueDevil; (Fight For Freedom)
Plan: Blue Devil Outfit;MOON_Herd_Workshop_Recipe_BlueDevilOutfit; (Fight For Freedom)
Plan: Blue Devil Pelt Hood;MOON_Herd_Workshop_Recipe_BlueDevilHood; (Fight For Freedom)
Plan: Blue Devil Plushie;MOON_Herd_Workshop_Recipe_BlueDevilPlushie; (Fight For Freedom)
Plan: Blue Devil Poster;Moon_Recipe_Workshop_StandalonePoster_BlueDevil; (Fight For Freedom)
Plan: Blue Devil Statue;MOON_Herd_Workshop_Recipe_TaxidermyBlueDevil; (Fight For Freedom)
Plan: Blue Flamer;zzz_Moon_Recipe_Weapon_Ranged_BlueFlamer; (Fight For Freedom)
Plan: Blue Ridge Caravan Backpack;Recipe_Backpack_Standard_Material_Blueridge; (Fight For Freedom)
Plan: Blue Ridge Caravan Flag;Recipe_Workshop_WallDecor_BRCCFlag01; (Fight For Freedom)
Plan: Blue Ridge Guardsman Paint;MOON_General_Workshop_Recipe_BlueRidgeGuardsmanArmorPaint; (Fight For Freedom)
Plan: Blue Ridge Rug;MOON_Herd_Workshop_Recipe_Rug; (Fight For Freedom)
Plan: Blue Ridge Scout Helmet;MOON_General_Workshop_Recipe_BlueRidgeScoutHelmet; (Fight For Freedom)
Plan: Blue Ridge Scout Outfit;MOON_Ambush_Workshop_Recipe_BlueRidgeScoutOutfit; (Fight For Freedom)
Plan: Blue Ridge Shipping Container;zzz_MOON_Ambush_Workshop_Recipe_ShippingContainer; (Fight For Freedom)
Plan: Blue Ridge Themed Stash Box;MOON_General_Workshop_Recipe_BlueRidgeStashBox; (Fight For Freedom)
Plan: Blue Ridge Themed Truck;zzzMOON_Herd_Workshop_Recipe_TruckBlueRidge; (Fight For Freedom)
Plan: Blue Ridge Toy Truck;MOON_General_Workshop_Recipe_ToyTruck; (Fight For Freedom)
Plan: Blue Ridge Trucker Cap;zzz_MOON_Ambush_Workshop_Recipe_TruckerHat; (Fight For Freedom)
Plan: Bookcase;Recipe_Workshop_Shelves_CharGen_Shelf03; (Fight For Freedom)
Plan: BoS Combat Armor Arms;recipe_mod_armor_Combat_Arm_Material_BOS; (Fight For Freedom)
Plan: BoS Combat Armor Chest Piece;recipe_mod_armor_Combat_Torso_Material_BOS; (Fight For Freedom)
Plan: BoS Combat Armor Legs;recipe_mod_armor_Combat_Leg_Material_BOS; (Fight For Freedom)
Plan: BOS Combat Armor Paint;Recipe_mod_armor_Combat_Material_Paint_BOS_NW; (Fight For Freedom)
Plan: BOS Knight Uniform;recipe_Armor_BoS_Knight_Underarmor; (Fight For Freedom)
Plan: BOS Leather Armor Paint;Recipe_mod_armor_Leather_Material_Paint_BOS_NW; (Fight For Freedom)
Plan: BoS Medallion;Recipe_Workshop_WallDecor_BOSMedallion; (Fight For Freedom)
Plan: BOS Officer Uniform;recipe_Armor_BoS_Officer_Underarmor; (Fight For Freedom)
Plan: BOS Soldier Uniform;recipe_Armor_BoS_Soldier_Underarmor; (Fight For Freedom)
Plan: BoS Standing Banner;zzz_BS00_Recipe_Workshop_FloorDecor_BoS_StandingBanner; (Fight For Freedom)
Plan: Botsmith Left Arm;Recipe_Armor_Botsmith_ArmLeft; (Fight For Freedom)
Plan: Botsmith Left Leg;Recipe_Armor_Botsmith_LegLeft; (Fight For Freedom)
Plan: Botsmith Right Arm;Recipe_Armor_Botsmith_ArmRight; (Fight For Freedom)
Plan: Botsmith Right Leg;Recipe_Armor_Botsmith_LegRight; (Fight For Freedom)
Plan: Botsmith Torso;Recipe_Armor_Botsmith_Torso; (Fight For Freedom)
Plan: Bottle and Cappy Balloon Statue;Recipe_Workshop_FloorDecor_NWOT_Carnival_Statue_04; (Fight For Freedom)
Plan: Bottle and Cappy Hoop Jump Statue;Recipe_Workshop_FloorDecor_NWOT_Carnival_Statue_03; (Fight For Freedom)
Plan: Bottle and Cappy Painting Statue;Recipe_Workshop_FloorDecor_NWOT_Carnival_Statue_01; (Fight For Freedom)
Plan: Bottle and Cappy Walking Globe Statue;Recipe_Workshop_FloorDecor_NWOT_Carnival_Statue_02; (Fight For Freedom)
Plan: Bottle Backpack Flair;NWOT_Recipe_BottleFlair; (Fight For Freedom)
Plan: Bottle Balloon;NWOT_Recipe_BottleBalloon; (Fight For Freedom)
Plan: Bottle Blaster;Recipe_NWOT_Workshop_Arcade_BottleBlaster; (Fight For Freedom)
Plan: Bottle Bot;Recipe_Workshop_NWOT_BottleBot; (Fight For Freedom)
Plan: Bottle Plush;E09B_Workshop_Recipe_BottlePlush; (Fight For Freedom)
Plan: Bouquet of Star Balloons;Recipe_Workshop_FloorDecor_CarnivalBalloons; (Fight For Freedom)
Plan: Bow;W05_Recipe_Weapon_Ranged_RegularBow; (Fight For Freedom)
Plan: Bow Cryo Arrows;W05_recipe_mod_RegularBow_Arrow_Cryo; (Fight For Freedom)
Plan: Bow Explosive Arrows;W05_recipe_mod_RegularBow_Arrow_Explosive; (Fight For Freedom)
Plan: Bow Firework Arrows;POST_recipe_mod_RegularBow_Arrow_Firework; (Fight For Freedom)
Plan: Bow Flaming Arrows;W05_recipe_mod_RegularBow_Arrow_Flaming; (Fight For Freedom)
Plan: Bow Glow Sights;W05_recipe_mod_RegularBow_Scope_IronSights_Glow; (Fight For Freedom)
Plan: Bow Plasma Arrows;W05_recipe_mod_RegularBow_Arrow_Plasma; (Fight For Freedom)
Plan: Bow Poison Arrows;W05_recipe_mod_RegularBow_Arrow_Poison; (Fight For Freedom)
Plan: Bow Ultracite Arrows;W05_recipe_mod_RegularBow_Arrow_AntiScorchBeast; (Fight For Freedom)
Plan: Bowie Knife;Recipe_Weapon_Melee_BowieKnife; (Fight For Freedom)
Plan: Boxing Glove;Recipe_Weapon_Melee_BoxingGlove; (Fight For Freedom)
Plan: Boxing Glove Lead Lining;recipe_mod_melee_BoxingGlove_ExtraHeavyHead; (Fight For Freedom)
Plan: Brahmin Backpack;MOON_Herd_Workshop_Recipe_BrahminBackpack; (Fight For Freedom)
Plan: Brahmin Cheese;zzz_MOON_Herd_Workshop_Recipe_BrahminCheese; (Fight For Freedom)
Plan: Brahmin Couch;MOON_DO_Workshop_Recipe_BrahminSofa; (Fight For Freedom)
Plan: Brahmin Grill;Recipe_Workshop_Crafting_CraftingCooking_Animalistic_Grill; (Fight For Freedom)
Plan: Brahmin Pen;Recipe_Workshop_Resources_Collector_Fertilizer; (Fight For Freedom)
Plan: Brahmin Plushie;Recipe_Workshop_FloorDecor_Plushie_Brahmin; (Fight For Freedom)
Plan: Brahmin Skin Rug;Moon_Recipe_Workshop_FloorDecor_Rugs_BrahminRug; (Fight For Freedom)
Plan: Branding Iron Shishkebab Paint;zzz_Moon_Recipe_mod_Shishkebab_Melee_Paint_BrandingIron; (Fight For Freedom)
Plan: Brewing Station;Recipe_Workshop_Crafting_Brewing_Bench; (Fight For Freedom)
Plan: Brick Building Set;Recipe_Workshop_Walls_Brick_Set; (Fight For Freedom)
Plan: Broadsider;Recipe_Weapon_Ranged_Broadsider; (Fight For Freedom)
Plan: Broadsider Multi Shot Canister;recipe_mod_Broadsider_Magazine_Multi; (Fight For Freedom)
Plan: Broken Toilet;Recipe_Workshop_Appliances_BathroomToilet_Broken; (Fight For Freedom)
Plan: Brotherhood Civvies;Recipe_Clothes_BrotherhoodCivvies; (Fight For Freedom)
Plan: Brotherhood of Steel Minigun Paint;Recipe_mod_Minigun_Paint_BOS_NW; (Fight For Freedom)
Plan: Brotherhood Recon Aerodynamic Armor Arms;Recipe_mod_armor_BOSInfantry_Lining_LimbArm_ReducedPowerAttack; (Fight For Freedom)
Plan: Brotherhood Recon Asbestos Lined Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_FlameResistance; (Fight For Freedom)
Plan: Brotherhood Recon BioCommMesh Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Mesh_BioComm; (Fight For Freedom)
Plan: Brotherhood Recon Braced Armor Arms;Recipe_mod_armor_BOSInfantry_Lining_LimbArm_BetterBlocking; (Fight For Freedom)
Plan: Brotherhood Recon Brawling Armor Arms;Recipe_mod_armor_BOSInfantry_Lining_LimbArm_Brawler; (Fight For Freedom)
Plan: Brotherhood Recon Buttressed Armor Arms;Recipe_mod_armor_BOSInfantry_Arm_Material_4; (Fight For Freedom)
Plan: Brotherhood Recon Buttressed Armor Legs;Recipe_mod_armor_BOSInfantry_Leg_Material_4; (Fight For Freedom)
Plan: Brotherhood Recon Buttressed Armor Torso;Recipe_mod_armor_BOSInfantry_Torso_Material_4; (Fight For Freedom)
Plan: Brotherhood Recon Chest Piece;Recipe_Armor_BOSInfantry_Torso; (Fight For Freedom)
Plan: Brotherhood Recon Cushioned Armor Legs;Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_ReducedFallingDamage; (Fight For Freedom)
Plan: Brotherhood Recon Custom Fitted Armor Legs;Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_ReducedSprint; (Fight For Freedom)
Plan: Brotherhood Recon Deep Pocketed Armor Limbs;Recipe_mod_armor_BOSInfantry_Lining_Limb_ImprovedCarryCapacity2; (Fight For Freedom)
Plan: Brotherhood Recon Deep Pocketed Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_ImprovedCarryCapacity2; (Fight For Freedom)
Plan: Brotherhood Recon Dense Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Explosion2; (Fight For Freedom)
Plan: Brotherhood Recon Hardened Armor Arms;Recipe_mod_armor_BOSInfantry_Arm_Material_3; (Fight For Freedom)
Plan: Brotherhood Recon Hardened Armor Legs;Recipe_mod_armor_BOSInfantry_Leg_Material_3; (Fight For Freedom)
Plan: Brotherhood Recon Hardened Armor Torso;Recipe_mod_armor_BOSInfantry_Torso_Material_3; (Fight For Freedom)
Plan: Brotherhood Recon Helmet;Recipe_Armor_BOSInfantry_Helmet; (Fight For Freedom)
Plan: Brotherhood Recon Jet Pack;Recipe_mod_armor_BOSInfantry_Torso_Jetpack_GoldVendor; (Fight For Freedom)
Plan: Brotherhood Recon Lead Lined Armor Limbs;Recipe_mod_armor_BOSInfantry_Lining_Limb_ResistanceRadiation; (Fight For Freedom)
Plan: Brotherhood Recon Lead Lined Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Mesh_ResistanceRadiation; (Fight For Freedom)
Plan: Brotherhood Recon Left Arm;Recipe_Armor_BOSInfantry_ArmLeft; (Fight For Freedom)
Plan: Brotherhood Recon Left Leg;Recipe_Armor_BOSInfantry_LegLeft; (Fight For Freedom)
Plan: Brotherhood Recon Lighter Build Armor Limbs;recipe_mod_armor_BOSInfantry_Lining_Limb_Lighter; (Fight For Freedom)
Plan: Brotherhood Recon Lighter Build Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Lighter; (Fight For Freedom)
Plan: Brotherhood Recon Muffled Armor Limbs;recipe_mod_armor_BOSInfantry_Lining_Limb_ReducedDetection; (Fight For Freedom)
Plan: Brotherhood Recon Padded Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Explosion1; (Fight For Freedom)
Plan: Brotherhood Recon Pneumatic Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_LessStagger; (Fight For Freedom)
Plan: Brotherhood Recon Pocketed Armor Limb;Recipe_mod_armor_BOSInfantry_Lining_Limb_ImprovedCarryCapacity; (Fight For Freedom)
Plan: Brotherhood Recon Pocketed Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_ImprovedCarryCapacity; (Fight For Freedom)
Plan: Brotherhood Recon Rifle;BoSZ03_Recipe_ReconRifleRecipe; (Fight For Freedom)
Plan: Brotherhood Recon Right Arm;Recipe_Armor_BOSInfantry_ArmRight; (Fight For Freedom)
Plan: Brotherhood Recon Right Leg;Recipe_Armor_BOSInfantry_LegRight; (Fight For Freedom)
Plan: Brotherhood Recon Sleek Armor Legs;Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_StealthMove; (Fight For Freedom)
Plan: Brotherhood Recon Stabilized Armor Arms;Recipe_mod_armor_BOSInfantry_Lining_LimbArm_Stabilized; (Fight For Freedom)
Plan: Brotherhood Recon Strengthened Armor Limbs;recipe_mod_armor_BOSInfantry_Lining_Limb_ResistanceLimbDamage; (Fight For Freedom)
Plan: Brotherhood Recon Tempered Armor Arms;Recipe_mod_armor_BOSInfantry_Arm_Material_2; (Fight For Freedom)
Plan: Brotherhood Recon Tempered Armor Legs;Recipe_mod_armor_BOSInfantry_Leg_Material_2; (Fight For Freedom)
Plan: Brotherhood Recon Tempered Armor Torso;Recipe_mod_armor_BOSInfantry_Torso_Material_2; (Fight For Freedom)
Plan: Brotherhood Recon Ultra-Light Build Armor Torso;Recipe_mod_armor_BOSInfantry_Lining_Torso_Lighter2; (Fight For Freedom)
Plan: Brotherhood Recon Ultra-Light Build Limbs;recipe_mod_armor_BOSInfantry_Lining_Limb_Lighter2; (Fight For Freedom)
Plan: Brotherhood Recon Weighted Armor Arms;Recipe_mod_armor_BOSInfantry_Lining_LimbArm_IgnoreArmor; (Fight For Freedom)
Plan: Brotherhood Recon Welded Armor Arms;Recipe_mod_armor_BOSInfantry_Arm_Material_1; (Fight For Freedom)
Plan: Brotherhood Recon Welded Armor Legs;Recipe_mod_armor_BOSInfantry_Leg_Material_1; (Fight For Freedom)
Plan: Brotherhood Recon Welded Armor Torso;Recipe_mod_armor_BOSInfantry_Torso_Material_1; (Fight For Freedom)
Plan: Brotherhood Roundtable;Recipe_Workshop_BOSRoundTable; (Fight For Freedom)
Plan: Brown Domestic Kitchen Tables;Recipe_Workshop_Tables_DomesticKitchen_Brown; (Fight For Freedom)
Plan: Brown Leather Backpack;Recipe_Backpack_Standard_Material_BrownLeather; (Fight For Freedom)
Plan: Bubble Turret;Recipe_Workshop_DefensiveStructures_BubbleTurret; (Fight For Freedom)
Plan: Bunk Bed;Recipe_Workshop_Bed_NpcBunkBedLay01; (Fight For Freedom)
Plan: Bureau;Recipe_Workshop_Container_Prewar_Fancy_Bureau01; (Fight For Freedom)
Plan: Burning Barbed Sheepsquatch Club;recipe_mod_melee_SheepsquatchClub_BurningBarbwire; (Fight For Freedom)
Plan: Burning Barbed Sheepsquatch Staff;recipe_mod_melee_SheepsquatchStaff_BurningBarbwire; (Fight For Freedom)
Plan: Burning Sheepsquatch Club;recipe_mod_melee_SheepsquatchClub_Burning; (Fight For Freedom)
Plan: Burning Sheepsquatch Staff;recipe_mod_melee_SheepsquatchStaff_Burning; (Fight For Freedom)
Plan: Burrows Signs;Recipe_Workshop_WallDecor_BurrowsSigns; (Fight For Freedom)
Plan: Cabinets;Recipe_Workshop_Container_Prewar_Cabinet_Garage; (Fight For Freedom)
Plan: Cafe Tables;Recipe_Workshop_Tables_CafeTables; (Fight For Freedom)
Plan: Caged Bulb Lights;Recipe_Workshop_Lights_CagedBulbLights; (Fight For Freedom)
Plan: Camo Backpack;Recipe_Backpack_Standard_Material_Responders_Camo; (Fight For Freedom)
Plan: Camouflage Gauss Shotgun Paint;Recipe_mod_GaussShotgun_Material_Paint_SurvivorsPaint_Survivors2020_NW; (Fight For Freedom)
Plan: Campfire Tales Tent;Recipe_Workshop_MiscStructures_Tent_CampfireTales; (Fight For Freedom)
Plan: Canopy Tent;MOON_Ambush_Workshop_Recipe_Tent; (Fight For Freedom)
Plan: Cappy & Bottle Cowboy Cutouts;E09D_Recipe_Workshop_Cappy&BottleCowboys; (Fight For Freedom)
Plan: Cappy and Bottle Couple Signs;zzzE09C_Recipe_Workshop_CappyBottleCouple; (Fight For Freedom)
Plan: Cappy Backpack Flair;NWOT_Recipe_CappyFlair; (Fight For Freedom)
Plan: Cappy Balloon;NWOT_Recipe_CappyBalloon; (Fight For Freedom)
Plan: Cappy Clapper;Recipe_Workshop_NWOT_CappyClapper; (Fight For Freedom)
Plan: Cappy Plush;E09B_Workshop_Recipe_CappyPlush; (Fight For Freedom)
Plan: Cappy Smasher Super Sledge Paint;NWOT_Recipe_mod_SuperSledge_Melee_Paint_CappySmasher; (Fight For Freedom)
Plan: Card Display Case;MOON_General_Workshop_Recipe_CardFrame; (Fight For Freedom)
Plan: Cartography Table;MOON_Herd_Workshop_Recipe_CartographyTable; (Fight For Freedom)
